split,repeat,point,true_Strength,mu_Strength,sigma_uc_Strength,resid_Strength,true_Toughness,mu_Toughness,sigma_uc_Toughness,resid_Toughness,sigma_cal_Strength,sigma_cal_Toughness
7,1,30,93.48940821225624,93.81686123854963,1.2878566270360552,-0.3274530262933979,3.98125478783674,4.724651752675907,1.099469892579057,-0.743396964839167,2.149099939264116,1.7074674740723075
7,1,37,33.62346313487976,41.03250449080944,16.69554377344146,-7.4090413559296735,22.885255128649302,20.434879685018124,5.106845234900266,2.4503754436311773,11.77628461873502,3.954214913135183
7,1,39,93.89981601357904,92.34662232408228,2.1295118332159837,1.5531936894967657,4.59171662750557,4.941239051942819,1.3073281432541013,-0.34952242443724924,2.674991335509314,1.824003848257247
7,1,48,87.35859796967429,80.00212760886026,7.267676649381076,7.356470360814029,6.664549674421354,7.034953493402584,3.718777229564359,-0.37040381898123,5.885470697450497,3.1759902723589235
7,1,59,26.10144790045783,30.940053434842014,16.048131193749054,-4.8386055343841825,17.146073295989,18.854263816923194,5.103003520681655,-1.7081905209341919,11.37176183674398,3.9520610441199397
7,1,61,78.60220609535597,76.17750925382975,4.954290996966503,2.424696841526213,17.989211690166634,20.42355582351896,3.3357898474148477,-2.434344133352326,4.439998012354522,2.9612672063784373
7,1,65,19.528272492831448,21.669339547203183,12.267985469291308,-2.141067054371735,19.59261980698215,15.93079580295028,2.2687552852679467,3.6618240040318693,9.00981350154837,2.3630309631753
7,1,67,18.70656102176115,18.72210411147794,9.52771854839989,-0.015543089716789638,16.475500264086424,18.34322506920583,5.8671539296580155,-1.8677248051194049,7.297612606774788,4.3804843455998626
7,1,76,67.1327722479398,63.82237585289313,11.933579599247311,3.3103963950466664,10.775944631568295,13.885115696748178,3.0507283470195783,-3.1091710651798827,8.800866692191343,2.8014465903196695
7,1,99,76.35579220454977,65.96730148031227,12.976700049312708,10.3884907242375,10.67473266747813,12.880001043372184,3.1959994320524436,-2.205268375894054,9.45263961049435,2.8828932755903383
7,1,104,21.4725090184733,23.969445604516494,7.19377335558896,-2.4969365860431942,20.378480371159398,17.557047144970603,4.082712225957158,2.8214332261887947,5.839293704693745,3.3800315590573775
7,1,105,64.4252724511907,66.70561214985014,3.090342256686181,-2.2803396986594464,11.742895108603914,10.813569135797085,1.5217288440727579,0.9293259728068293,3.275346979059609,1.9442082674466366
7,1,108,66.91419695119404,70.9946182721812,2.507685353836676,-4.080421320987156,11.52766858628333,13.573303670469889,2.2950355585388427,-2.045635084186559,2.911285484612055,2.37776508005367
7,1,110,70.53891120146032,72.40474804410198,5.061595894516037,-1.8658368426416558,15.518504087807024,18.135765511744676,3.3951754061509214,-2.617261423937652,4.507045328145983,2.9945619044314298
7,1,112,69.86265452997606,59.94695067033596,16.913366119521513,9.915703859640097,15.447604729134476,13.57619022940484,4.026691328027573,1.8714144997296351,11.91238654844726,3.3486232685416226
7,1,113,35.91462169927672,31.31145354628464,14.042423843092182,4.603168152992083,17.810556668787925,16.330876591399615,3.0313702634976054,1.4796800773883092,10.118535775345736,2.7905934206355525
8,1,15,17.2175256875071,27.626365906950817,14.35294888070109,-10.408840219443718,14.799912443472774,20.566549679651843,7.041907554339099,-5.7666372361790685,10.312561124916652,5.039113615962453
